id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R1004	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	gate-candidate	gate	gate			Declare stable Product IDs in customer_segments metadata; preserve unique client facts, source attribution, commercial unknowns, responsibilities and continuation paths.	executable:pipeline definition
R1005	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	gate-candidate	gate	gate			Validate coverage so no Product segment silently disappears.	executable:pipeline definition
R1006	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	prohibition	split	gate + migration			Shared rendering supplies the tree and selected segment; never copy framework personas or create a project-specific navigation utility.	split:gate + migration
R1007	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	method	split	gate + migration			Keep empty blocked intake explicit.	split:gate + migration
R1008	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	migration	split	gate + migration			V1 readability is migration support, not proof that an existing document meets the segmented Sales method.	split:gate + migration
R1009	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	confirmation	split	gate + migration			Review Website, Creative and Presentation impact; preserve unchanged strategic direction and do not renew approval hashes.	split:gate + migration
R1010	.agents/contracts/pipeline-reconciliation.md	Material workspace compatibility	411	workflow	migration	migration			At the next invocation, inspect product materials in the owned layer.	removed:retired-procedure
R1011	.agents/contracts/pipeline-reconciliation.md	Material workspace compatibility	411	method	migration	migration			Adopt shared artboard/PNG tools; use shared motion playback/MP4 only when selected.	removed:retired-procedure
R1012	.agents/contracts/pipeline-reconciliation.md	Material workspace compatibility	411	method	migration	migration			Content stays optional and free-form.	removed:retired-procedure
R1013	.agents/contracts/pipeline-reconciliation.md	Material workspace compatibility	411	inheritance	migration	migration			Preserve source-layer finding namespaces and whole-document confirmations.	removed:retired-procedure
R1014	.agents/contracts/pipeline-reconciliation.md	Material workspace compatibility	411	prohibition	migration	migration			Changes to layout utilities alone do not rewrite or reconfirm unchanged business decisions.	removed:retired-procedure
R1015	.agents/contracts/product-models.md	Model and layer boundary	5	gate-candidate	gate	gate			Products are catalog entries, not automatically separate canvases.	executable:pipeline definition
R1016	.agents/contracts/product-models.md	Model and layer boundary	5	gate-candidate	gate	gate			Use `singlepagestartup.product-catalog.v2` with `models: [{id, name, source, uses?}]` and each product's `model` ID.	executable:pipeline definition
R1017	.agents/contracts/product-models.md	Model and layer boundary	5	gate-candidate	gate	gate			Optional `uses` links other models owning shared resources; IDs must exist in this catalog and the graph must be acyclic.	executable:pipeline definition
R1018	.agents/contracts/product-models.md	Model and layer boundary	5	method	split	gate + contract:inheritance			Shared resources keep one owner, scope and allocation basis.	split:gate + contract:inheritance
R1019	.agents/contracts/product-models.md	Model and layer boundary	5	method	split	gate + contract:inheritance			A reference does not create another budget.	split:gate + contract:inheritance
R1020	.agents/contracts/product-models.md	Model and layer boundary	14	inheritance	contract:inheritance	contract:inheritance			Nonempty startup replaces the entire set; missing models never fall back to singlepage.	moved:contract:inheritance
R1021	.agents/contracts/product-models.md	Model and layer boundary	14	migration	split	gate + contract:inheritance			V1 remains readable as migration input; absence of a model is an unresolved migration, not permission to infer one model per product.	split:gate + contract:inheritance
R1022	.agents/contracts/product-models.md	Whole-page ownership	30	gate-candidate	gate	gate			Use exactly the canonical H2s in each primary template in both source layers; project extensions belong in catalog sections/pages (no prescribed Markdown schema for extra pages).	executable:pipeline definition
R1023	.agents/contracts/product-models.md	Whole-page ownership	30	prohibition	split	gate + template			Do not create nine mandatory tabs or a duplicate canvas overview.	split:gate + template
R1024	.agents/contracts/product-models.md	Whole-page ownership	30	method	split	gate + template			Sales stays one product tab with an overview and an internal customer-segment tree.	split:gate + template
R1025	.agents/contracts/product-models.md	Whole-page ownership	30	method	split	gate + template			Each segment has its own complete decision profile and Customer Journey Map (CJM), rather than one undifferentiated process for every audience.	split:gate + template
R1026	.agents/contracts/product-models.md	Whole-page ownership	30	gate-candidate	gate	gate			The owner map documents coverage without a canvas-block navigation menu or a claim that the model is validated.	executable:pipeline definition
R1027	.agents/contracts/product-models.md	Whole-page ownership	30	readability	duplicate	workflow (one readability paragraph)			Prefer about 1,400 words per reviewable page, preserving all material information under `.agents/contracts/document-readability.md`.	removed:restatement (workflow working rules own it)
R1028	.agents/contracts/product-models.md	Whole-page ownership	30	evidence	split	gate + template			No aggregate Sales YAML, Research corpus or segment-count cap applies.	split:gate + template
R1029	.agents/contracts/product-models.md	Whole-page ownership	41	method	split	gate + template			Brief owns a self-contained current intake: request, goals, authority, product inventory, customer/value/delivery facts, known price and funding, resources, costs and constraints.	split:gate + template
R1030	.agents/contracts/product-models.md	Whole-page ownership	41	prohibition	split	gate + template			Product, model and Sales elaborate those inputs; their analysis, calculations and full processes do not accumulate in Brief.	split:gate + template
R1031	.agents/contracts/product-models.md	Whole-page ownership	41	inheritance	split	gate + template			Its core facts must never be replaced by links to these downstream documents.	split:gate + template
